Latency_ms,Packet_Loss_%,Throughput_Mbps,User_Density,Bandwidth_Utilization_%,Jitter_ms,SNR_dB,Signal_Strength_dBm,Queue_Length,CPU_Utilization_%,Memory_Usage_%,Active_Connections,Retransmission_Rate_%,Network_Load_%,Cell_Interference_Level,Congestion_Level
284.6533834807303,8.910173541016345,577.0738141364446,999,78.2215949767996,23.765740593340706,39.089800879031436,-57.65982853031232,202,24.665983698451697,17.546922444397527,1791,5.844506552138511,65.34612537188394,8,3
146.63710003453787,8.346451653328135,416.9262636023927,54,34.049547597349346,27.28763661963348,37.66403155628783,-60.376319582284964,906,55.758233151525516,40.57218976736584,3913,7.809311713084429,97.42927711524695,5,2
262.2359745961388,2.7318378997023607,832.9771872743386,163,30.569105816634952,3.3466695350335947,36.60899224641102,-101.17150083287798,800,50.16756409209923,37.11102453675548,4419,5.885532726654548,24.31321652935311,3,3
276.48513306671975,1.5394589980128592,764.1266396366069,1056,19.31149236973225,49.105967059844744,32.11545063220255,-71.09936410150624,345,79.8386997507122,23.849872705051254,1438,0.7176305780292358,96.06563186476679,3,3
186.1974274917692,8.128261071857663,469.04302492744046,638,80.04889787853536,41.466176914423336,35.76716571632123,-79.69653857332592,360,17.281804684597944,71.25844941270245,2465,0.2218092765384858,14.404866449765969,8,2
29.067403172634027,7.615289227480889,416.69965471398467,709,76.78172253726383,17.038824088657325,27.951124675776924,-84.4792321942019,693,44.63751716474274,83.90465354110137,3851,4.787855040517284,14.761653486940435,3,3
199.3796237690746,9.03401968012404,245.49787714367181,868,21.176834340971183,26.886339254925204,10.499088621920638,-55.839044522270406,334,23.611820545779874,46.50930146179038,1997,5.782409076181959,36.201234275131625,4,2
72.46482991724946,1.3612799584093427,168.81958599113642,1395,17.84572383124555,48.050966255272286,8.318030593690848,-86.53847476778344,691,72.12039411266635,54.84399324368884,2254,1.9499418464078913,92.76415896827375,6,1
72.01552454206954,9.957484954194758,614.5589161670241,1529,92.24616262000954,23.21442661461321,37.61874233563412,-92.30780620505469,210,67.06900958620614,52.41806958303551,3516,5.218068027985016,52.441830893126905,6,1
188.22526217570683,9.493641682158389,182.51822340801144,1631,30.25550180441528,32.436293739455124,17.804336227784056,-76.18817615731705,770,60.00300328172934,56.76080656457363,2009,2.3193831177769813,25.82759618995779,9,2
215.11642292989885,2.9811356592757665,996.6188364358187,1508,11.199852545101525,24.428815473461647,16.0166405858157,-68.58294980466195,516,71.07241045655306,70.25946726308004,702,0.4560913220994829,43.819016735343695,1,3
109.95203440662308,1.787835312195617,523.5504566270462,1879,13.22942679313351,21.459479942045064,29.649812883295915,-107.29763020478462,770,12.958342861405173,34.089395067931704,2520,1.0647391441520568,32.90884808476049,5,2
160.62874719015448,6.712000308979529,572.1403863694514,944,58.5651182403649,12.154140675344017,20.374886529377626,-89.21573580944559,377,56.969536529033036,90.86517894004416,2985,5.5207828433851995,93.97365329359765,8,2
247.69010517291176,8.146422492098752,701.3013528552498,543,19.74145267228684,30.248980799465006,15.734792382890726,-66.79329845136698,405,21.389803471462717,61.64886062893069,655,0.6898084975444858,86.10491125558735,9,3
168.0690228214814,9.097409512965033,420.1258501662023,774,44.55761035349841,30.058603332197173,37.61663584370357,-69.1200293095923,437,61.41133848921297,41.19530050257049,3746,5.025097827058962,18.430133945271685,8,2
